rt,polarity,source,ms_level,scan_type,mz_range,peak_count,mz,intensity
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,167.0396,68
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,173.0780,88
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,262.0838,124
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,312.0992,361
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,313.0987,78
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,315.0786,68
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,393.2952,394
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,394.2958,96
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,413.2612,577
1.20468,+,ESI,ms1,line,80.0000-1800.0001,11,414.2701,121
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,149.0274,167
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,167.0374,69
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,173.0779,66
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,262.0849,107
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,312.1001,330
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,313.0997,78
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,391.2713,68
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,393.2944,372
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,394.2975,123
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,413.2625,537
1.21303,+,ESI,ms1,line,80.0000-1800.0001,11,414.2718,164
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,149.0268,184
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,173.0778,77
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,262.0863,102
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,301.1409,69
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,312.1013,385
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,313.0972,75
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,391.2731,66
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,393.2951,427
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,394.2964,101
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,413.2626,560
1.22138,+,ESI,ms1,line,80.0000-1800.0001,11,414.2708,144
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,149.0264,159
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,262.0849,93
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,301.1424,68
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,312.1013,331
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,393.2967,397
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,394.2946,81
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,413.2637,499
1.22973,+,ESI,ms1,line,80.0000-1800.0001,8,414.2715,121
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,149.0262,148
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,173.0789,83
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,262.0874,113
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,312.1006,326
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,313.1023,65
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,393.2962,404
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,394.2971,84
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,413.2634,498
1.23807,+,ESI,ms1,line,80.0000-1800.0001,9,414.2717,156
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,149.0261,185
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,173.0741,74
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,262.0887,114
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,312.1024,383
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,313.1021,69
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,393.2960,370
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,394.2978,81
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,413.2635,515
1.24642,+,ESI,ms1,line,80.0000-1800.0001,9,414.2724,158
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,149.0252,190
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,173.0757,70
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,262.0872,114
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,312.1018,337
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,393.2949,382
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,394.2968,72
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,413.2625,566
1.25477,+,ESI,ms1,line,80.0000-1800.0001,8,414.2704,163
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,149.0240,196
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,173.0729,67
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,262.0881,90
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,290.1203,87
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,312.1024,333
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,313.1069,91
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,393.2953,365
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,394.2938,109
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,413.2618,548
1.26312,+,ESI,ms1,line,80.0000-1800.0001,10,414.2701,148
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,149.0251,177
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,173.0764,68
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,262.0888,129
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,290.1221,72
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,301.1380,72
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,312.1036,314
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,313.1083,73
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,393.2955,334
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,394.2961,113
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,413.2623,557
1.27145,+,ESI,ms1,line,80.0000-1800.0001,11,414.2644,134
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,149.0250,156
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,173.0767,69
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,262.0891,117
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,290.1199,74
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,312.1019,319
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,393.2950,290
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,394.3007,99
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,413.2644,623
1.2798,+,ESI,ms1,line,80.0000-1800.0001,9,414.2662,142
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,149.0246,139
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,173.0798,68
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,262.0922,101
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,290.1226,112
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,312.1022,306
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,393.2975,297
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,394.3019,85
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,413.2643,626
1.28815,+,ESI,ms1,line,80.0000-1800.0001,9,414.2648,141
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,149.0249,126
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,173.0811,77
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,262.0913,88
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,290.1214,113
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,301.1428,66
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,312.1020,314
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,393.2984,378
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,394.2976,99
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,413.2649,551
1.2965,+,ESI,ms1,line,80.0000-1800.0001,10,414.2633,130
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,149.0238,159
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,173.0816,79
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,262.0900,76
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,290.1192,92
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,312.1024,357
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,393.2988,344
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,394.2955,89
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,413.2637,612
1.30485,+,ESI,ms1,line,80.0000-1800.0001,9,414.2684,107
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,149.0230,157
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,173.0808,82
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,262.0903,102
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,290.1182,89
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,301.1420,68
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,312.1021,303
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,393.3003,329
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,394.2989,101
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,413.2638,584
1.31318,+,ESI,ms1,line,80.0000-1800.0001,10,414.2657,110
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,149.0227,185
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,173.0799,69
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,262.0911,101
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,290.1190,96
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,301.1410,75
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,312.1005,276
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,391.2902,71
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,393.2984,316
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,394.2964,99
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,413.2638,565
1.32153,+,ESI,ms1,line,80.0000-1800.0001,11,414.2686,117
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,149.0222,171
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,173.0787,74
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,262.0911,86
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,290.1193,77
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,312.1010,317
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,393.2979,342
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,394.3016,79
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,413.2639,573
1.32988,+,ESI,ms1,line,80.0000-1800.0001,9,414.2679,138
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,149.0238,182
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,262.0876,81
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,312.1005,374
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,393.2981,334
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,394.3008,85
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,413.2647,595
1.33822,+,ESI,ms1,line,80.0000-1800.0001,7,414.2662,120
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,149.0247,204
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,173.0820,78
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,262.0882,71
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,312.1005,350
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,391.2889,64
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,393.3011,338
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,394.2974,83
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,413.2646,591
1.34657,+,ESI,ms1,line,80.0000-1800.0001,9,414.2662,114
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,149.0249,190
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,173.0831,113
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,262.0882,98
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,290.1167,67
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,312.1015,358
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,391.2903,80
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,393.2989,320
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,394.2990,96
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,413.2654,584
1.35493,+,ESI,ms1,line,80.0000-1800.0001,10,414.2651,128
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,149.0254,164
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,173.0819,113
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,262.0889,85
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,301.1432,68
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,312.1004,338
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,393.2970,364
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,394.2974,112
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,413.2650,503
1.36328,+,ESI,ms1,line,80.0000-1800.0001,9,414.2623,121
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,149.0248,196
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,173.0789,118
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,262.0882,107
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,301.1443,78
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,312.1013,346
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,393.2945,387
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,394.2990,109
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,413.2650,515
1.37163,+,ESI,ms1,line,80.0000-1800.0001,9,414.2646,113
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,149.0251,179
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,173.0789,88
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,262.0877,117
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,290.1275,64
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,301.1451,87
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,312.1015,374
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,393.2944,387
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,394.3024,85
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,413.2644,543
1.37998,+,ESI,ms1,line,80.0000-1800.0001,10,414.2668,107
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,149.0243,194
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,173.0778,82
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,262.0897,99
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,301.1442,75
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,312.1015,358
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,393.2936,382
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,394.3002,85
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,413.2632,522
1.38833,+,ESI,ms1,line,80.0000-1800.0001,9,414.2680,136
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,149.0255,185
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,173.0803,124
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,262.0892,101
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,301.1407,64
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,312.0992,355
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,313.1053,73
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,393.2938,415
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,394.3067,80
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,413.2621,517
1.39668,+,ESI,ms1,line,80.0000-1800.0001,10,414.2666,140
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,149.0250,183
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,173.0804,99
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,262.0892,111
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,312.1007,344
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,313.1043,81
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,393.2937,384
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,394.3094,76
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,413.2639,492
1.40503,+,ESI,ms1,line,80.0000-1800.0001,9,414.2686,123
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,149.0254,200
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,173.0801,87
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,262.0886,122
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,301.1397,76
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,312.1008,364
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,393.2930,381
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,394.3087,65
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,413.2651,479
1.41338,+,ESI,ms1,line,80.0000-1800.0001,9,414.2742,155
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,149.0248,190
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,173.0817,90
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,262.0895,121
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,301.1343,68
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,312.1021,394
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,393.2925,369
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,394.3016,78
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,413.2630,537
1.42172,+,ESI,ms1,line,80.0000-1800.0001,9,414.2735,132
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,149.0241,166
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,173.0834,75
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,262.0893,152
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,312.1030,388
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,393.2930,357
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,394.2981,81
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,413.2628,500
1.43007,+,ESI,ms1,line,80.0000-1800.0001,8,414.2754,100
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,149.0246,140
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,173.0829,78
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,262.0889,145
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,312.1038,345
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,313.1075,72
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,393.2937,349
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,394.2989,82
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,413.2599,508
1.43842,+,ESI,ms1,line,80.0000-1800.0001,9,414.2714,104
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,149.0239,153
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,173.0826,97
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,262.0886,136
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,301.1416,70
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,312.1042,339
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,313.1068,73
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,393.2948,343
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,394.2951,75
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,413.2617,491
1.44677,+,ESI,ms1,line,80.0000-1800.0001,10,414.2692,143
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,149.0235,177
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,173.0813,106
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,262.0884,144
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,312.1035,322
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,313.1094,97
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,393.2969,404
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,394.2926,88
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,413.2646,473
1.45512,+,ESI,ms1,line,80.0000-1800.0001,9,414.2680,153
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,149.0239,171
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,173.0808,91
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,262.0878,108
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,312.1025,289
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,313.1084,75
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,393.2993,381
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,394.2955,91
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,413.2640,474
1.46347,+,ESI,ms1,line,80.0000-1800.0001,9,414.2675,161
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,149.0236,184
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,173.0787,105
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,262.0878,103
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,312.1029,273
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,313.1084,71
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,393.2960,378
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,394.2958,90
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,413.2654,481
1.4718,+,ESI,ms1,line,80.0000-1800.0001,9,414.2675,136
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,149.0228,202
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,173.0790,100
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,262.0893,99
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,312.1035,327
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,393.2946,414
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,394.2922,125
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,413.2661,495
1.48015,+,ESI,ms1,line,80.0000-1800.0001,8,414.2695,163
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,149.0239,218
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,173.0787,87
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,262.0915,96
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,290.1157,68
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,301.1410,70
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,312.1031,324
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,313.1064,66
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,393.2958,478
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,394.2943,105
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,413.2678,492
1.4885,+,ESI,ms1,line,80.0000-1800.0001,11,414.2713,146
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,149.0250,227
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,173.0795,96
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,262.0930,94
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,301.1422,95
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,312.1054,292
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,393.2960,394
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,394.2973,111
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,413.2676,457
1.49685,+,ESI,ms1,line,80.0000-1800.0001,9,414.2695,125
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,149.0260,220
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,173.0797,94
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,262.0909,93
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,290.1220,92
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,301.1393,97
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,312.1028,292
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,393.2967,382
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,394.2963,98
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,413.2661,436
1.5052,+,ESI,ms1,line,80.0000-1800.0001,10,414.2696,143
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,149.0262,194
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,173.0800,85
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,262.0901,89
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,290.1220,69
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,301.1414,88
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,312.1027,356
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,393.2955,345
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,394.2980,116
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,413.2647,488
1.51355,+,ESI,ms1,line,80.0000-1800.0001,10,414.2681,135
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,149.0241,183
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,173.0784,66
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,262.0902,101
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,290.1244,77
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,301.1390,67
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,312.1023,321
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,315.0820,66
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,393.2957,350
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,394.3017,94
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,413.2651,507
1.52193,+,ESI,ms1,line,80.0000-1800.0001,11,414.2708,134
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,149.0229,177
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,262.0904,93
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,312.1018,280
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,393.2955,386
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,394.3015,81
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,413.2625,474
1.53027,+,ESI,ms1,line,80.0000-1800.0001,7,414.2700,115
1.53862,+,ESI,ms1,line,80.0000-1800.0001,9,149.0237,168
1.53862,+,ESI,ms1,line,80.0000-1800.0001,9,173.0784,67
1.53862,+,ESI,ms1,line,80.0000-1800.0001,9,262.0896,74
